,2 Yr,20 Yr,Month,Day,Year
1961,0.32,3.27,3,3,2014
1962,0.33,3.31,2,28,2014
1963,0.33,3.31,2,27,2014
1964,0.33,3.34,2,26,2014
1965,0.34,3.37,2,25,2014
1966,0.35,3.42,2,24,2014
1967,0.33,3.41,2,21,2014
1968,0.34,3.44,2,20,2014
1969,0.33,3.42,2,19,2014
1970,0.31,3.4,2,18,2014
1971,0.32,3.41,2,14,2014
1972,0.32,3.4,2,13,2014
1973,0.35,3.45,2,12,2014
1974,0.35,3.42,2,11,2014
1975,0.32,3.38,2,10,2014
1976,0.3,3.39,2,7,2014
1977,0.33,3.42,2,6,2014
1978,0.32,3.4,2,5,2014
1979,0.31,3.33,2,4,2014
1980,0.3,3.29,2,3,2014
1981,0.34,3.35,1,31,2014
1982,0.36,3.4,1,30,2014
1983,0.36,3.36,1,29,2014
1984,0.38,3.43,1,28,2014
1985,0.37,3.43,1,27,2014
1986,0.37,3.4,1,24,2014
1987,0.39,3.44,1,23,2014
1988,0.44,3.52,1,22,2014
1989,0.4,3.5,1,21,2014
1990,0.4,3.5,1,17,2014
1991,0.41,3.52,1,16,2014
1992,0.41,3.55,1,15,2014
1993,0.39,3.54,1,14,2014
1994,0.39,3.52,1,13,2014
1995,0.39,3.54,1,10,2014
1996,0.44,3.62,1,9,2014
1997,0.43,3.67,1,8,2014
1998,0.4,3.64,1,7,2014
1999,0.4,3.66,1,6,2014
2000,0.41,3.69,1,3,2014
2001,0.39,3.68,1,2,2014
2002,0.38,3.72,12,31,2013
2003,0.39,3.66,12,30,2013
2004,0.4,3.7,12,27,2013
2005,0.42,3.68,12,26,2013
2006,0.38,3.66,12,24,2013
2007,0.38,3.6,12,23,2013
2008,0.37,3.57,12,20,2013
2009,0.35,3.64,12,19,2013
2010,0.32,3.63,12,18,2013
2011,0.34,3.6,12,17,2013
2012,0.34,3.63,12,16,2013
2013,0.34,3.61,12,13,2013
2014,0.34,3.63,12,12,2013
2015,0.31,3.61,12,11,2013
2016,0.3,3.56,12,10,2013
2017,0.3,3.61,12,9,2013
2018,0.3,3.63,12,6,2013
2019,0.3,3.65,12,5,2013
2020,0.3,3.63,12,4,2013
2021,0.28,3.56,12,3,2013
2022,0.3,3.58,12,2,2013
2023,0.28,3.54,11,29,2013
2024,0.28,3.52,11,27,2013
2025,0.29,3.5,11,26,2013
2026,0.3,3.53,11,25,2013
2027,0.31,3.54,11,22,2013
2028,0.29,3.59,11,21,2013
2029,0.28,3.61,11,20,2013
2030,0.29,3.5,11,19,2013
2031,0.31,3.46,11,18,2013
2032,0.31,3.5,11,15,2013
2033,0.29,3.49,11,14,2013
2034,0.32,3.54,11,13,2013
2035,0.34,3.57,11,12,2013
2036,0.32,3.55,11,8,2013
2037,0.29,3.41,11,7,2013
2038,0.3,3.46,11,6,2013
2039,0.32,3.46,11,5,2013
2040,0.32,3.4,11,4,2013
2041,0.33,3.4,11,1,2013
2042,0.31,3.33,10,31,2013
2043,0.33,3.33,10,30,2013
2044,0.31,3.31,10,29,2013
2045,0.32,3.31,10,28,2013
2046,0.32,3.3,10,25,2013
2047,0.33,3.3,10,24,2013
2048,0.31,3.29,10,23,2013
2049,0.31,3.31,10,22,2013
2050,0.33,3.39,10,21,2013
2051,0.33,3.36,10,18,2013
2052,0.33,3.36,10,17,2013
2053,0.34,3.43,10,16,2013
2054,0.37,3.5,10,15,2013
2055,0.35,3.45,10,11,2013
2056,0.35,3.46,10,10,2013
2057,0.37,3.43,10,9,2013
2058,0.4,3.41,10,8,2013
2059,0.37,3.41,10,7,2013
2060,0.33,3.43,10,4,2013
2061,0.33,3.4,10,3,2013
2062,0.31,3.41,10,2,2013
2063,0.33,3.43,10,1,2013
2064,0.33,3.41,9,30,2013
2065,0.34,3.4,9,27,2013
2066,0.34,3.41,9,26,2013
2067,0.36,3.37,9,25,2013
2068,0.35,3.4,9,24,2013
2069,0.35,3.46,9,23,2013
2070,0.34,3.5,9,20,2013
2071,0.34,3.52,9,19,2013
2072,0.34,3.46,9,18,2013
2073,0.39,3.57,9,17,2013
2074,0.41,3.61,9,16,2013
2075,0.45,3.59,9,13,2013
2076,0.45,3.6,9,12,2013
2077,0.47,3.61,9,11,2013
2078,0.5,3.65,9,10,2013
2079,0.45,3.6,9,9,2013
2080,0.46,3.62,9,6,2013
2081,0.52,3.64,9,5,2013
2082,0.46,3.56,9,4,2013
2083,0.43,3.54,9,3,2013
2084,0.39,3.46,8,30,2013
2085,0.39,3.45,8,29,2013
2086,0.4,3.5,8,28,2013
2087,0.38,3.45,8,27,2013
2088,0.41,3.52,8,26,2013
2089,0.4,3.55,8,23,2013
2090,0.42,3.63,8,22,2013
2091,0.38,3.64,8,21,2013
2092,0.36,3.59,8,20,2013
2093,0.36,3.64,8,19,2013
2094,0.36,3.61,8,16,2013
2095,0.36,3.54,8,15,2013
2096,0.34,3.48,8,14,2013
2097,0.34,3.48,8,13,2013
2098,0.32,3.39,8,12,2013
2099,0.32,3.36,8,9,2013
2100,0.3,3.37,8,8,2013
2101,0.32,3.37,8,7,2013
2102,0.32,3.42,8,6,2013
2103,0.32,3.42,8,5,2013
2104,0.3,3.39,8,2,2013
2105,0.35,3.48,8,1,2013
2106,0.31,3.34,7,31,2013
2107,0.33,3.36,7,30,2013
2108,0.33,3.35,7,29,2013
2109,0.31,3.31,7,26,2013
2110,0.32,3.34,7,25,2013
2111,0.34,3.34,7,24,2013
2112,0.33,3.27,7,23,2013
2113,0.32,3.25,7,22,2013
2114,0.32,3.25,7,19,2013
2115,0.32,3.32,7,18,2013
2116,0.32,3.27,7,17,2013
2117,0.34,3.28,7,16,2013
2118,0.34,3.3,7,15,2013
2119,0.37,3.34,7,12,2013
2120,0.34,3.33,7,11,2013
2121,0.38,3.4,7,10,2013
2122,0.37,3.36,7,9,2013
2123,0.37,3.35,7,8,2013
2124,0.4,3.41,7,5,2013
2125,0.36,3.22,7,3,2013
2126,0.34,3.18,7,2,2013
2127,0.34,3.19,7,1,2013
2128,0.36,3.22,6,28,2013
2129,0.36,3.22,6,27,2013
2130,0.39,3.27,6,26,2013
2131,0.43,3.31,6,25,2013
2132,0.42,3.27,6,24,2013
2133,0.38,3.26,6,21,2013
2134,0.33,3.18,6,20,2013
2135,0.31,3.09,6,19,2013
2136,0.27,3.0,6,18,2013
2137,0.27,3.01,6,17,2013
2138,0.29,2.95,6,14,2013
2139,0.32,2.99,6,13,2013
2140,0.34,3.04,6,12,2013
2141,0.34,3.0,6,11,2013
2142,0.32,3.03,6,10,2013
2143,0.32,2.98,6,7,2013
2144,0.3,2.89,6,6,2013
2145,0.3,2.9,6,5,2013
2146,0.32,2.95,6,4,2013
2147,0.3,2.92,6,3,2013
2148,0.3,2.95,5,31,2013
2149,0.31,2.92,5,30,2013
2150,0.3,2.91,5,29,2013
2151,0.29,2.95,5,28,2013
2152,0.26,2.8,5,24,2013
2153,0.26,2.82,5,23,2013
2154,0.26,2.83,5,22,2013
2155,0.26,2.75,5,21,2013
2156,0.26,2.79,5,20,2013
2157,0.26,2.77,5,17,2013
2158,0.23,2.69,5,16,2013
2159,0.26,2.76,5,15,2013
2160,0.26,2.77,5,14,2013
2161,0.24,2.73,5,13,2013
2162,0.26,2.7,5,10,2013
2163,0.22,2.6,5,9,2013
2164,0.22,2.61,5,8,2013
2165,0.22,2.62,5,7,2013
2166,0.22,2.6,5,6,2013
2167,0.22,2.58,5,3,2013
2168,0.2,2.44,5,2,2013
2169,0.2,2.44,5,1,2013
2170,0.22,2.49,4,30,2013
2171,0.2,2.49,4,29,2013
2172,0.22,2.47,4,26,2013
2173,0.23,2.52,4,25,2013
2174,0.23,2.5,4,24,2013
2175,0.23,2.52,4,23,2013
2176,0.24,2.5,4,22,2013
2177,0.24,2.5,4,19,2013
2178,0.24,2.49,4,18,2013
2179,0.24,2.51,4,17,2013
2180,0.24,2.53,4,16,2013
2181,0.22,2.5,4,15,2013
2182,0.22,2.54,4,12,2013
2183,0.24,2.62,4,11,2013
2184,0.24,2.63,4,10,2013
2185,0.24,2.57,4,9,2013
2186,0.24,2.54,4,8,2013
2187,0.24,2.5,4,5,2013
2188,0.22,2.6,4,4,2013
2189,0.24,2.66,4,3,2013
2190,0.25,2.72,4,2,2013
2191,0.23,2.7,4,1,2013
2192,0.25,2.71,3,28,2013
2193,0.25,2.71,3,27,2013
2194,0.25,2.75,3,26,2013
2195,0.24,2.76,3,25,2013
2196,0.26,2.75,3,22,2013
2197,0.27,2.77,3,21,2013
2198,0.26,2.8,3,20,2013
2199,0.24,2.75,3,19,2013
2200,0.26,2.79,3,18,2013
2201,0.25,2.85,3,15,2013
2202,0.27,2.87,3,14,2013
2203,0.27,2.85,3,13,2013
2204,0.27,2.85,3,12,2013
2205,0.27,2.89,3,11,2013
2206,0.27,2.89,3,8,2013
2207,0.25,2.82,3,7,2013
2208,0.25,2.77,3,6,2013
2209,0.25,2.72,3,5,2013
2210,0.24,2.7,3,4,2013
2211,0.25,2.68,3,1,2013
2212,0.25,2.71,2,28,2013
2213,0.27,2.72,2,27,2013
2214,0.25,2.69,2,26,2013
2215,0.25,2.69,2,25,2013
2216,0.27,2.77,2,22,2013
2217,0.26,2.79,2,21,2013
2218,0.27,2.82,2,20,2013
2219,0.29,2.83,2,19,2013
2220,0.29,2.8,2,15,2013
2221,0.27,2.79,2,14,2013
2222,0.29,2.86,2,13,2013
2223,0.29,2.81,2,12,2013
2224,0.27,2.78,2,11,2013
2225,0.25,2.79,2,8,2013
2226,0.25,2.78,2,7,2013
2227,0.27,2.79,2,6,2013
2228,0.27,2.83,2,5,2013
2229,0.25,2.79,2,4,2013
2230,0.27,2.83,2,1,2013
2231,0.27,2.79,1,31,2013
2232,0.27,2.8,1,30,2013
2233,0.3,2.79,1,29,2013
2234,0.29,2.76,1,28,2013
2235,0.28,2.75,1,25,2013
2236,0.23,2.64,1,24,2013
2237,0.26,2.62,1,23,2013
2238,0.26,2.62,1,22,2013
2239,0.26,2.63,1,18,2013
2240,0.28,2.66,1,17,2013
2241,0.26,2.61,1,16,2013
2242,0.26,2.62,1,15,2013
2243,0.26,2.65,1,14,2013
2244,0.26,2.65,1,11,2013
2245,0.26,2.68,1,10,2013
2246,0.24,2.65,1,9,2013
2247,0.25,2.66,1,8,2013
2248,0.27,2.7,1,7,2013
2249,0.27,2.7,1,4,2013
2250,0.27,2.7,1,3,2013
2251,0.27,2.63,1,2,2013
2252,0.25,2.54,12,31,2012
2253,0.27,2.47,12,28,2012
2254,0.26,2.48,12,27,2012
2255,0.26,2.52,12,26,2012
2256,0.26,2.53,12,24,2012
2257,0.26,2.52,12,21,2012
2258,0.28,2.57,12,20,2012
2259,0.28,2.58,12,19,2012
2260,0.28,2.59,12,18,2012
2261,0.25,2.53,12,17,2012
2262,0.24,2.46,12,14,2012
2263,0.27,2.49,12,13,2012
2264,0.25,2.48,12,12,2012
2265,0.24,2.41,12,11,2012
2266,0.24,2.38,12,10,2012
2267,0.25,2.39,12,7,2012
2268,0.25,2.33,12,6,2012
2269,0.25,2.35,12,5,2012
2270,0.25,2.36,12,4,2012
2271,0.25,2.37,12,3,2012
2272,0.25,2.37,11,30,2012
2273,0.25,2.37,11,29,2012
2274,0.27,2.36,11,28,2012
2275,0.27,2.38,11,27,2012
2276,0.27,2.39,11,26,2012
2277,0.29,2.42,11,23,2012
2278,0.27,2.42,11,21,2012
2279,0.27,2.4,11,20,2012
2280,0.25,2.34,11,19,2012
2281,0.24,2.31,11,16,2012
2282,0.24,2.3,11,15,2012
2283,0.25,2.31,11,14,2012
2284,0.27,2.31,11,13,2012
2285,0.27,2.34,11,9,2012
2286,0.27,2.35,11,8,2012
2287,0.27,2.42,11,7,2012
2288,0.3,2.52,11,6,2012
2289,0.28,2.47,11,5,2012
2290,0.28,2.51,11,2,2012
2291,0.3,2.5,11,1,2012
2292,0.3,2.46,10,31,2012
2293,0.3,2.48,10,29,2012
2294,0.3,2.53,10,26,2012
2295,0.31,2.6,10,25,2012
2296,0.29,2.55,10,24,2012
2297,0.29,2.53,10,23,2012
2298,0.32,2.57,10,22,2012
2299,0.3,2.55,10,19,2012
2300,0.29,2.63,10,18,2012
2301,0.3,2.6,10,17,2012
2302,0.27,2.51,10,16,2012
2303,0.27,2.45,10,15,2012
2304,0.27,2.44,10,12,2012
2305,0.28,2.45,10,11,2012
2306,0.27,2.48,10,10,2012
2307,0.25,2.52,10,9,2012
2308,0.27,2.55,10,5,2012
2309,0.23,2.48,10,4,2012
2310,0.23,2.42,10,3,2012
2311,0.23,2.41,10,2,2012
2312,0.25,2.41,10,1,2012
2313,0.23,2.42,9,28,2012
2314,0.25,2.43,9,27,2012
2315,0.26,2.4,9,26,2012
2316,0.27,2.47,9,25,2012
2317,0.27,2.53,9,24,2012
2318,0.27,2.57,9,21,2012
2319,0.27,2.58,9,20,2012
2320,0.27,2.58,9,19,2012
2321,0.25,2.61,9,18,2012
2322,0.25,2.64,9,17,2012
2323,0.27,2.68,9,14,2012
2324,0.24,2.53,9,13,2012
2325,0.25,2.52,9,12,2012
2326,0.25,2.44,9,11,2012
2327,0.25,2.43,9,10,2012
2328,0.25,2.42,9,7,2012
2329,0.27,2.41,9,6,2012
2330,0.25,2.32,9,5,2012
2331,0.23,2.3,9,4,2012
2332,0.22,2.29,8,31,2012
2333,0.27,2.36,8,30,2012
2334,0.27,2.38,8,29,2012
2335,0.27,2.36,8,28,2012
2336,0.28,2.38,8,27,2012
2337,0.28,2.41,8,24,2012
2338,0.26,2.41,8,23,2012
2339,0.26,2.44,8,22,2012
2340,0.31,2.53,8,21,2012
2341,0.29,2.55,8,20,2012
2342,0.29,2.55,8,17,2012
2343,0.29,2.57,8,16,2012
2344,0.27,2.53,8,15,2012
2345,0.27,2.45,8,14,2012
2346,0.27,2.37,8,13,2012
2347,0.27,2.37,8,10,2012
2348,0.29,2.4,8,9,2012
2349,0.29,2.39,8,8,2012
2350,0.27,2.37,8,7,2012
2351,0.24,2.29,8,6,2012
2352,0.24,2.3,8,3,2012
2353,0.24,2.2,8,2,2012
2354,0.24,2.25,8,1,2012
2355,0.23,2.21,7,31,2012
2356,0.23,2.22,7,30,2012
2357,0.25,2.27,7,27,2012
2358,0.23,2.13,7,26,2012
2359,0.22,2.11,7,25,2012
2360,0.22,2.11,7,24,2012
2361,0.22,2.15,7,23,2012
2362,0.22,2.17,7,20,2012
2363,0.22,2.24,7,19,2012
2364,0.22,2.21,7,18,2012
2365,0.25,2.22,7,17,2012
2366,0.24,2.18,7,16,2012
2367,0.25,2.2,7,13,2012
2368,0.25,2.18,7,12,2012
2369,0.27,2.22,7,11,2012
2370,0.27,2.22,7,10,2012
2371,0.27,2.24,7,9,2012
2372,0.27,2.28,7,6,2012
2373,0.28,2.34,7,5,2012
2374,0.3,2.36,7,3,2012
2375,0.3,2.3,7,2,2012
2376,0.33,2.38,6,29,2012
2377,0.31,2.28,6,28,2012
2378,0.31,2.32,6,27,2012
2379,0.31,2.34,6,26,2012
2380,0.31,2.31,6,25,2012
2381,0.31,2.37,6,22,2012
2382,0.32,2.3,6,21,2012
2383,0.32,2.34,6,20,2012
2384,0.3,2.33,6,19,2012
2385,0.29,2.28,6,18,2012
2386,0.29,2.3,6,15,2012
2387,0.3,2.33,6,14,2012
2388,0.3,2.3,6,13,2012
2389,0.3,2.37,6,12,2012
2390,0.27,2.3,6,11,2012
2391,0.28,2.36,6,8,2012
2392,0.27,2.35,6,7,2012
2393,0.26,2.34,6,6,2012
2394,0.25,2.23,6,5,2012
2395,0.25,2.17,6,4,2012
2396,0.25,2.13,6,1,2012
2397,0.27,2.27,5,31,2012
2398,0.27,2.32,5,30,2012
2399,0.3,2.44,5,29,2012
2400,0.3,2.44,5,25,2012
2401,0.29,2.46,5,24,2012
2402,0.28,2.41,5,23,2012
2403,0.3,2.48,5,22,2012
2404,0.3,2.42,5,21,2012
2405,0.32,2.4,5,18,2012
2406,0.32,2.39,5,17,2012
2407,0.3,2.48,5,16,2012
2408,0.29,2.5,5,15,2012
2409,0.29,2.53,5,14,2012
2410,0.27,2.59,5,11,2012
2411,0.27,2.64,5,10,2012
2412,0.27,2.63,5,9,2012
2413,0.27,2.63,5,8,2012
2414,0.27,2.67,5,7,2012
2415,0.27,2.67,5,4,2012
2416,0.28,2.72,5,3,2012
2417,0.27,2.72,5,2,2012
2418,0.27,2.76,5,1,2012
2419,0.27,2.73,4,30,2012
2420,0.26,2.73,4,27,2012
2421,0.26,2.74,4,26,2012
2422,0.26,2.76,4,25,2012
2423,0.27,2.75,4,24,2012
2424,0.27,2.71,4,23,2012
2425,0.29,2.75,4,20,2012
2426,0.27,2.74,4,19,2012
2427,0.27,2.76,4,18,2012
2428,0.27,2.79,4,17,2012
2429,0.27,2.75,4,16,2012
2430,0.27,2.77,4,13,2012
2431,0.29,2.85,4,12,2012
2432,0.3,2.82,4,11,2012
2433,0.28,2.77,4,10,2012
2434,0.32,2.82,4,9,2012
2435,0.32,2.85,4,6,2012
2436,0.35,2.97,4,5,2012
2437,0.35,3.02,4,4,2012
2438,0.36,3.07,4,3,2012
2439,0.33,3.0,4,2,2012
2440,0.33,3.0,3,30,2012
2441,0.33,2.93,3,29,2012
2442,0.34,2.97,3,28,2012
2443,0.33,2.96,3,27,2012
2444,0.36,3.0,3,26,2012
2445,0.37,2.99,3,23,2012
2446,0.37,3.04,3,22,2012
2447,0.39,3.06,3,21,2012
2448,0.41,3.13,3,20,2012
2449,0.39,3.14,3,19,2012
2450,0.37,3.08,3,16,2012
2451,0.37,3.08,3,15,2012
2452,0.4,3.08,3,14,2012
2453,0.35,2.92,3,13,2012
2454,0.33,2.82,3,12,2012
2455,0.33,2.83,3,9,2012
2456,0.32,2.82,3,8,2012
2457,0.3,2.76,3,7,2012
2458,0.3,2.73,3,6,2012
2459,0.31,2.78,3,5,2012
2460,0.28,2.77,3,2,2012
2461,0.3,2.8,3,1,2012
2462,0.3,2.73,2,29,2012
2463,0.3,2.71,2,28,2012
2464,0.3,2.69,2,27,2012
2465,0.31,2.75,2,24,2012
2466,0.31,2.77,2,23,2012
2467,0.29,2.79,2,22,2012
2468,0.31,2.84,2,21,2012
2469,0.29,2.8,2,17,2012
2470,0.29,2.78,2,16,2012
2471,0.29,2.72,2,15,2012
2472,0.29,2.7,2,14,2012
2473,0.29,2.78,2,13,2012
2474,0.27,2.75,2,10,2012
2475,0.27,2.83,2,9,2012
2476,0.27,2.78,2,8,2012
2477,0.25,2.78,2,7,2012
2478,0.24,2.71,2,6,2012
2479,0.23,2.76,2,3,2012
2480,0.23,2.64,2,2,2012
2481,0.23,2.65,2,1,2012
2482,0.22,2.59,1,31,2012
2483,0.22,2.64,1,30,2012
2484,0.22,2.71,1,27,2012
2485,0.22,2.74,1,26,2012
2486,0.22,2.78,1,25,2012
2487,0.24,2.82,1,24,2012
2488,0.26,2.82,1,23,2012
2489,0.26,2.78,1,20,2012
2490,0.26,2.72,1,19,2012
2491,0.24,2.63,1,18,2012
2492,0.21,2.57,1,17,2012
2493,0.24,2.59,1,13,2012
2494,0.22,2.65,1,12,2012
2495,0.24,2.63,1,11,2012
2496,0.24,2.71,1,10,2012
2497,0.26,2.7,1,9,2012
2498,0.25,2.7,1,6,2012
2499,0.27,2.74,1,5,2012
2500,0.25,2.71,1,4,2012
2501,0.27,2.67,1,3,2012
2502,0.25,2.57,12,30,2011
2503,0.28,2.58,12,29,2011
2504,0.28,2.59,12,28,2011
2505,0.3,2.72,12,27,2011
2506,0.28,2.73,12,23,2011
2507,0.28,2.67,12,22,2011
2508,0.28,2.67,12,21,2011
2509,0.26,2.61,12,20,2011
2510,0.24,2.48,12,19,2011
2511,0.24,2.54,12,16,2011
2512,0.26,2.6,12,15,2011
2513,0.25,2.59,12,14,2011
2514,0.24,2.66,12,13,2011
2515,0.24,2.75,12,12,2011
2516,0.22,2.79,12,9,2011
2517,0.22,2.7,12,8,2011
2518,0.24,2.74,12,7,2011
2519,0.25,2.74,12,6,2011
2520,0.27,2.73,12,5,2011
2521,0.25,2.74,12,2,2011
2522,0.27,2.82,12,1,2011
2523,0.25,2.77,11,30,2011
2524,0.27,2.66,11,29,2011
2525,0.26,2.63,11,28,2011
2526,0.28,2.62,11,25,2011
2527,0.26,2.53,11,23,2011
2528,0.26,2.6,11,22,2011
2529,0.27,2.65,11,21,2011
2530,0.29,2.69,11,18,2011
2531,0.27,2.66,11,17,2011
2532,0.26,2.73,11,16,2011
2533,0.26,2.79,11,15,2011
2534,0.24,2.77,11,14,2011
2535,0.24,2.8,11,10,2011
2536,0.24,2.73,11,9,2011
2537,0.25,2.84,11,8,2011
2538,0.25,2.77,11,7,2011
2539,0.22,2.81,11,4,2011
2540,0.24,2.83,11,3,2011
2541,0.23,2.75,11,2,2011
2542,0.23,2.73,11,1,2011
2543,0.25,2.89,10,31,2011
2544,0.28,3.09,10,28,2011
2545,0.31,3.18,10,27,2011
2546,0.28,2.95,10,26,2011
2547,0.26,2.86,10,25,2011
2548,0.3,3.0,10,24,2011
2549,0.3,2.98,10,21,2011
2550,0.28,2.92,10,20,2011
2551,0.28,2.9,10,19,2011
2552,0.28,2.91,10,18,2011
2553,0.28,2.88,10,17,2011
2554,0.28,2.97,10,14,2011
2555,0.29,2.9,10,13,2011
2556,0.29,2.94,10,12,2011
2557,0.32,2.87,10,11,2011
2558,0.3,2.78,10,7,2011
2559,0.29,2.71,10,6,2011
2560,0.25,2.62,10,5,2011
2561,0.25,2.53,10,4,2011
2562,0.24,2.51,10,3,2011
2563,0.25,2.66,9,30,2011
2564,0.27,2.76,9,29,2011
2565,0.27,2.82,9,28,2011
2566,0.25,2.79,9,27,2011
2567,0.25,2.69,9,26,2011
2568,0.23,2.59,9,23,2011
2569,0.2,2.48,9,22,2011
2570,0.21,2.69,9,21,2011
2571,0.18,2.82,9,20,2011
2572,0.16,2.84,9,19,2011
2573,0.18,2.96,9,16,2011
2574,0.21,2.97,9,15,2011
2575,0.19,2.92,9,14,2011
2576,0.21,2.92,9,13,2011
2577,0.21,2.84,9,12,2011
2578,0.17,2.86,9,9,2011
2579,0.19,2.92,9,8,2011
2580,0.21,2.96,9,7,2011
2581,0.21,2.86,9,6,2011
2582,0.2,2.92,9,2,2011
2583,0.19,3.1,9,1,2011
2584,0.2,3.19,8,31,2011
2585,0.2,3.12,8,30,2011
2586,0.2,3.22,8,29,2011
2587,0.2,3.13,8,26,2011
2588,0.22,3.17,8,25,2011
2589,0.23,3.23,8,24,2011
2590,0.22,3.06,8,23,2011
2591,0.22,3.0,8,22,2011
2592,0.2,2.97,8,19,2011
2593,0.2,3.02,8,18,2011
2594,0.19,3.14,8,17,2011
2595,0.2,3.23,8,16,2011
2596,0.19,3.29,8,15,2011
2597,0.2,3.24,8,12,2011
2598,0.19,3.34,8,11,2011
2599,0.19,3.08,8,10,2011
2600,0.19,3.17,8,9,2011
2601,0.27,3.31,8,8,2011
2602,0.28,3.49,8,5,2011
2603,0.27,3.37,8,4,2011
2604,0.33,3.55,8,3,2011
2605,0.33,3.59,8,2,2011
2606,0.38,3.72,8,1,2011
2607,0.36,3.77,7,29,2011
2608,0.42,3.93,7,28,2011
2609,0.44,3.95,7,27,2011
2610,0.41,3.94,7,26,2011
2611,0.42,3.98,7,25,2011
2612,0.4,3.93,7,22,2011
2613,0.4,3.98,7,21,2011
2614,0.4,3.92,7,20,2011
2615,0.39,3.86,7,19,2011
2616,0.37,3.95,7,18,2011
2617,0.37,3.92,7,15,2011
2618,0.38,3.92,7,14,2011
2619,0.37,3.85,7,13,2011
2620,0.37,3.86,7,12,2011
2621,0.37,3.88,7,11,2011
2622,0.4,3.97,7,8,2011
2623,0.49,4.08,7,7,2011
2624,0.43,4.05,7,6,2011
2625,0.44,4.09,7,5,2011
2626,0.5,4.12,7,1,2011
2627,0.45,4.09,6,30,2011
2628,0.47,4.08,6,29,2011
2629,0.48,4.01,6,28,2011
2630,0.41,3.94,6,27,2011
2631,0.35,3.83,6,24,2011
2632,0.35,3.84,6,23,2011
2633,0.39,3.91,6,22,2011
2634,0.4,3.9,6,21,2011
2635,0.38,3.87,6,20,2011
2636,0.38,3.86,6,17,2011
2637,0.38,3.84,6,16,2011
2638,0.38,3.89,6,15,2011
2639,0.45,4.0,6,14,2011
2640,0.4,3.89,6,13,2011
2641,0.41,3.87,6,10,2011
2642,0.43,3.91,6,9,2011
2643,0.39,3.88,6,8,2011
2644,0.39,3.94,6,7,2011
2645,0.43,3.92,6,6,2011
2646,0.42,3.9,6,3,2011
2647,0.45,3.92,6,2,2011
2648,0.44,3.83,6,1,2011
2649,0.45,3.91,5,31,2011
2650,0.48,3.94,5,27,2011
2651,0.48,3.93,5,26,2011
2652,0.54,3.99,5,25,2011
2653,0.56,3.96,5,24,2011
2654,0.55,3.97,5,23,2011
2655,0.55,4.0,5,20,2011
2656,0.55,4.01,5,19,2011
2657,0.58,4.0,5,18,2011
2658,0.55,3.94,5,17,2011
2659,0.54,3.99,5,16,2011
2660,0.57,4.03,5,13,2011
2661,0.57,4.07,5,12,2011
2662,0.56,4.04,5,11,2011
2663,0.59,4.07,5,10,2011
2664,0.57,4.03,5,9,2011
2665,0.57,4.03,5,6,2011
2666,0.58,4.0,5,5,2011
2667,0.6,4.08,5,4,2011
2668,0.61,4.11,5,3,2011
2669,0.61,4.14,5,2,2011
2670,0.61,4.15,4,29,2011
2671,0.62,4.18,4,28,2011
2672,0.65,4.21,4,27,2011
2673,0.65,4.16,4,26,2011
2674,0.67,4.22,4,25,2011
2675,0.68,4.24,4,21,2011
2676,0.69,4.24,4,20,2011
2677,0.68,4.2,4,19,2011
2678,0.69,4.22,4,18,2011
2679,0.71,4.25,4,15,2011
2680,0.77,4.32,4,14,2011
2681,0.75,4.33,4,13,2011
2682,0.77,4.35,4,12,2011
2683,0.85,4.42,4,11,2011
2684,0.83,4.41,4,8,2011
2685,0.81,4.41,4,7,2011
2686,0.85,4.37,4,6,2011
2687,0.84,4.3,4,5,2011
2688,0.77,4.27,4,4,2011
2689,0.8,4.27,4,1,2011
2690,0.8,4.29,3,31,2011
2691,0.8,4.29,3,30,2011
2692,0.81,4.31,3,29,2011
2693,0.81,4.28,3,28,2011
2694,0.79,4.28,3,25,2011
2695,0.72,4.25,3,24,2011
2696,0.69,4.2,3,23,2011
2697,0.68,4.19,3,22,2011
2698,0.67,4.2,3,21,2011
2699,0.61,4.17,3,18,2011
2700,0.6,4.15,3,17,2011
2701,0.58,4.11,3,16,2011
2702,0.63,4.21,3,15,2011
2703,0.61,4.25,3,14,2011
2704,0.64,4.29,3,11,2011
2705,0.65,4.25,3,10,2011
2706,0.7,4.35,3,9,2011
2707,0.73,4.41,3,8,2011
2708,0.7,4.36,3,7,2011
2709,0.68,4.34,3,4,2011
2710,0.79,4.4,3,3,2011
2711,0.69,4.3,3,2,2011
2712,0.66,4.24,3,1,2011
2713,0.69,4.25,2,28,2011
2714,0.72,4.26,2,25,2011
2715,0.73,4.29,2,24,2011
2716,0.74,4.34,2,23,2011
2717,0.74,4.35,2,22,2011
2718,0.78,4.46,2,18,2011
2719,0.8,4.44,2,17,2011
2720,0.86,4.46,2,16,2011
2721,0.84,4.45,2,15,2011
2722,0.87,4.46,2,14,2011
2723,0.85,4.49,2,11,2011
2724,0.85,4.55,2,10,2011
2725,0.81,4.49,2,9,2011
2726,0.86,4.56,2,8,2011
2727,0.78,4.5,2,7,2011
2728,0.77,4.51,2,4,2011
2729,0.71,4.43,2,3,2011
2730,0.67,4.39,2,2,2011
2731,0.61,4.37,2,1,2011
2732,0.58,4.33,1,31,2011
2733,0.54,4.26,1,28,2011
2734,0.59,4.31,1,27,2011
2735,0.62,4.34,1,26,2011
2736,0.62,4.23,1,25,2011
